date,open,high,low,close
1989-07-13,329.81,330.37,329.08,329.95
1989-07-14,329.95,331.89,327.13,331.84
1989-07-17,331.84,333.02,331.02,332.44
1989-07-18,332.44,332.44,330.75,331.35
1989-07-19,331.35,335.73,331.35,335.73
1989-07-20,335.73,337.4,331.37,333.51
1989-07-21,333.51,335.91,332.46,335.9
1989-07-24,335.9,335.9,333.44,333.67
1989-07-25,333.67,336.29,332.6,333.88
1989-07-26,333.88,338.05,333.19,338.05
1989-07-27,338.05,342,338.05,341.99
1989-07-28,341.99,342.96,341.3,342.15
1989-07-31,342.15,346.08,342.02,346.08
1989-08-01,346.08,347.99,342.93,343.75
1989-08-02,343.75,344.34,342.47,344.34
1989-08-03,344.34,345.22,342.47,344.74
1989-08-04,344.74,345.42,342.6,343.92
1989-08-07,343.92,349.42,343.91,349.41
1989-08-08,349.41,349.84,348.3,349.35
1989-08-09,349.35,351,346.86,346.94
1989-08-10,346.94,349.78,345.31,348.25
1989-08-11,348.25,351.18,344.01,344.74
1989-08-14,344.74,345.44,341.96,343.06
1989-08-15,343.06,345.44,341.96,344.71
1989-08-16,344.71,346.37,344.71,345.66
1989-08-17,345.66,346.39,342.97,344.45
1989-08-18,344.45,346.03,343.89,346.03
1989-08-21,346.03,346.25,340.55,340.67
1989-08-22,340.67,341.25,339,341.19
1989-08-23,341.19,344.8,341.19,344.7
1989-08-24,344.7,351.52,344.7,351.52
1989-08-25,351.52,352.73,350.09,350.52
1989-08-28,350.52,352.09,349.08,352.09
1989-08-29,352.09,352.12,348.86,349.84
1989-08-30,349.84,352.27,348.66,350.65
1989-08-31,350.65,351.45,350.21,351.45
1989-09-01,351.45,353.9,350.88,353.73
1989-09-05,353.73,354.13,351.82,352.56
1989-09-06,352.56,352.56,347.98,349.24
1989-09-07,349.24,350.31,348.15,348.35
1989-09-08,348.35,349.18,345.74,348.76
1989-09-11,348.76,348.76,345.91,347.66
1989-09-12,347.66,349.46,347.5,348.7
1989-09-13,348.7,350.1,345.46,345.46
1989-09-14,345.46,345.61,342.55,343.16
1989-09-15,343.16,345.06,341.37,345.06
1989-09-18,345.06,346.84,344.6,346.73
1989-09-19,346.73,348.17,346.44,346.55
1989-09-20,346.55,347.27,346.18,346.47
1989-09-21,346.47,348.46,344.96,345.7
1989-09-22,345.7,347.57,345.69,347.05
1989-09-25,347.05,347.05,343.7,344.23
1989-09-26,344.23,347.02,344.13,344.33
1989-09-27,344.33,345.47,342.85,345.1
1989-09-28,345.1,348.61,345.1,348.6
1989-09-29,348.6,350.39,348.19,349.15
1989-10-02,349.15,350.99,348.35,350.87
1989-10-03,350.87,354.73,350.85,354.71
1989-10-04,354.71,357.49,354.71,356.94
1989-10-05,356.94,357.63,356.28,356.97
1989-10-06,356.97,359.05,356.97,358.78
1989-10-09,358.78,359.86,358.06,359.8
1989-10-10,359.8,360.44,358.11,359.13
1989-10-11,359.13,359.13,356.08,356.99
1989-10-12,356.99,356.99,354.91,355.39
1989-10-13,355.39,355.53,332.81,333.66
1989-10-16,333.66,342.87,327.12,342.86
1989-10-17,342.86,342.86,335.69,341.16
1989-10-18,341.16,343.39,339.03,341.76
1989-10-19,341.76,348.82,341.76,347.13
1989-10-20,347.13,347.57,344.47,347.16
1989-10-23,347.16,348.19,344.22,344.83
1989-10-24,344.83,344.83,335.13,343.7
1989-10-25,343.7,344.51,341.97,342.5
1989-10-26,342.5,342.5,337.2,337.93
1989-10-27,337.93,337.97,333.26,335.06
1989-10-30,335.06,337.04,334.48,335.07
1989-10-31,335.07,340.86,335.07,340.36
1989-11-01,340.36,341.74,339.79,341.2
1989-11-02,341.2,341.2,336.61,338.48
1989-11-03,338.48,339.67,337.37,337.62
1989-11-06,337.62,337.62,332.33,332.61
1989-11-07,332.61,337.61,330.91,334.81
1989-11-08,334.81,339.41,334.81,338.15
1989-11-09,338.15,338.73,336.21,336.58
1989-11-10,336.58,339.1,336.58,339.1
1989-11-13,339.1,340.51,337.93,339.55
1989-11-14,339.55,340.41,337.06,337.99
1989-11-15,337.99,340.54,337.14,340.54
1989-11-16,340.54,341.02,338.93,340.58
1989-11-17,340.58,342.24,339.85,341.61
1989-11-20,341.61,342.24,338.29,339.35
1989-11-21,339.35,340.21,337.53,339.59
1989-11-22,339.59,341.92,339.59,341.91
1989-11-24,341.91,344.24,341.91,343.97
1989-11-27,343.97,346.24,343.97,345.61
1989-11-28,345.61,346.33,344.41,345.77
1989-11-29,345.77,345.77,343.36,343.6
1989-11-30,343.6,346.5,343.57,345.99
1989-12-01,345.99,351.88,345.99,350.63
1989-12-04,350.63,351.51,350.32,351.41
1989-12-05,351.41,352.24,349.58,349.58
1989-12-06,349.58,349.94,347.91,348.55
1989-12-07,348.55,349.84,346,347.59
1989-12-08,347.59,349.6,347.59,348.69
1989-12-11,348.69,348.74,346.39,348.56
1989-12-12,348.56,352.21,348.41,351.73
1989-12-13,351.73,354.1,351.65,352.75
1989-12-14,352.75,352.75,350.08,350.93
1989-12-15,350.93,351.86,346.08,350.14
1989-12-18,350.14,350.88,342.19,343.69
1989-12-19,343.69,343.74,339.63,342.46
1989-12-20,342.46,343.7,341.79,342.84
1989-12-21,342.84,345.03,342.84,344.78
1989-12-22,344.78,347.53,344.76,347.42
1989-12-26,347.42,347.87,346.53,346.81
1989-12-27,346.81,349.12,346.81,348.81
1989-12-28,348.81,350.68,348.76,350.67
1989-12-29,350.67,353.41,350.67,353.4
1990-01-02,353.4,359.69,351.98,359.69
1990-01-03,359.69,360.59,357.89,358.76
1990-01-04,358.76,358.76,352.89,355.67
1990-01-05,355.67,355.67,351.35,352.2
1990-01-08,352.2,354.24,350.54,353.79
1990-01-09,353.79,354.17,349.61,349.62
1990-01-10,349.62,349.62,344.32,347.31
1990-01-11,347.31,350.14,347.31,348.53
1990-01-12,348.53,348.53,339.49,339.93
1990-01-15,339.93,339.94,336.57,337
1990-01-16,337,340.75,333.37,340.75
1990-01-17,340.75,342.01,336.26,337.4
1990-01-18,337.4,338.38,333.98,338.19
1990-01-19,338.19,340.48,338.19,339.15
1990-01-22,339.15,339.96,330.28,330.38
1990-01-23,330.38,332.76,328.67,331.61
1990-01-24,331.61,331.71,324.17,330.26
1990-01-25,330.26,332.33,325.34,326.08
1990-01-26,326.08,328.58,321.44,325.8
1990-01-29,325.8,327.31,321.79,325.2
1990-01-30,325.2,325.73,319.83,322.98
1990-01-31,322.98,329.08,322.98,329.08
1990-02-01,329.08,329.86,327.77,328.83
1990-02-02,328.83,332.1,328.09,330.92
1990-02-05,330.92,332.16,330.45,331.85
1990-02-06,331.85,331.86,328.2,329.66
1990-02-07,329.66,333.76,326.55,333.75
1990-02-08,333.75,336.09,332,332.96
1990-02-09,332.96,334.6,332.41,333.62
1990-02-12,333.62,333.62,329.97,330.08
1990-02-13,330.08,331.61,327.92,331.02
1990-02-14,331.02,333.2,330.64,332.01
1990-02-15,332.01,335.21,331.61,334.9
1990-02-16,334.9,335.64,332.42,332.72
1990-02-20,332.72,332.72,326.26,327.99
1990-02-21,327.99,328.17,324.47,327.68
1990-02-22,327.68,330.98,325.7,325.7
1990-02-23,325.7,326.15,322.1,324.15
1990-02-26,324.15,328.67,323.98,328.67
1990-02-27,328.67,331.94,328.47,330.26
1990-02-28,330.26,333.48,330.16,331.89
1990-03-01,331.89,334.4,331.08,332.74
1990-03-02,332.74,335.54,332.72,335.54
1990-03-05,335.54,336.38,333.49,333.74
1990-03-06,333.74,337.93,333.57,337.93
1990-03-07,337.93,338.84,336.33,336.95
1990-03-08,336.95,340.66,336.95,340.27
1990-03-09,340.27,340.27,336.84,337.93
1990-03-12,337.93,339.08,336.14,338.67
1990-03-13,338.67,338.67,335.36,336
1990-03-14,336,337.63,334.93,336.89
1990-03-15,336.89,338.91,336.89,338.07
1990-03-16,338.07,341.91,338.07,341.91
1990-03-19,341.91,343.76,339.12,343.53
1990-03-20,343.53,344.49,340.87,341.57
1990-03-21,341.57,342.34,339.56,339.74
1990-03-22,339.74,339.77,333.62,335.69
1990-03-23,335.69,337.58,335.69,337.22
1990-03-26,337.22,339.74,337.22,337.63
1990-03-27,337.63,341.5,337.03,341.5
1990-03-28,341.5,342.58,340.6,342
1990-03-29,342,342.07,339.77,340.79
1990-03-30,340.79,341.41,338.21,339.94
1990-04-02,339.94,339.94,336.33,338.7
1990-04-03,338.7,343.76,338.7,343.64
1990-04-04,343.64,344.12,340.4,341.09
1990-04-05,341.09,342.85,340.63,340.73
1990-04-06,340.73,341.73,338.94,340.08
1990-04-09,340.08,341.83,339.88,341.37
1990-04-10,341.37,342.41,340.62,342.07
1990-04-11,342.07,343,341.26,341.92
1990-04-12,341.92,344.79,341.91,344.34
1990-04-16,344.34,347.3,344.1,344.74
1990-04-17,344.74,345.19,342.08,344.68
1990-04-18,344.68,345.33,340.11,340.72
1990-04-19,340.72,340.72,337.59,338.09
1990-04-20,338.09,338.52,333.41,335.12
1990-04-23,335.12,335.12,330.09,330.99
1990-04-24,330.99,332.97,329.71,330.36
1990-04-25,330.36,332.74,330.36,332.03
1990-04-26,332.03,333.76,330.67,332.92
1990-04-27,332.92,333.57,328.71,329.11
1990-04-30,329.11,331.31,327.76,330.8
1990-05-01,330.8,332.83,330.8,332.25
1990-05-02,332.25,334.48,332.15,334.48
1990-05-03,334.48,337.02,334.48,335.57
1990-05-04,335.57,338.46,335.17,338.39
1990-05-07,338.39,341.07,338.11,340.53
1990-05-08,340.53,342.03,340.17,342.01
1990-05-09,342.01,343.08,340.9,342.86
1990-05-10,342.86,344.98,342.77,343.82
1990-05-11,343.82,352.31,343.82,352
1990-05-14,352,358.41,351.95,354.75
1990-05-15,354.75,355.09,352.84,354.28
1990-05-16,354.28,354.68,351.95,354
1990-05-17,354,356.92,354,354.47
1990-05-18,354.47,354.64,352.52,354.64
1990-05-21,354.64,359.07,353.96,358
1990-05-22,358,360.5,356.09,358.43
1990-05-23,358.43,359.29,356.99,359.29
1990-05-24,359.29,359.56,357.87,358.41
1990-05-25,358.41,358.41,354.32,354.58
1990-05-29,354.58,360.65,354.56,360.65
1990-05-30,360.65,362.26,360,360.86
1990-05-31,360.86,361.84,360.23,361.23
1990-06-01,361.23,363.52,361.21,363.16
1990-06-04,363.16,367.85,362.43,367.4
1990-06-05,367.4,368.78,365.49,366.64
1990-06-06,366.64,366.64,364.42,364.96
1990-06-07,364.96,365.92,361.6,363.15
1990-06-08,363.15,363.49,357.68,358.71
1990-06-11,358.71,361.63,357.7,361.63
1990-06-12,361.63,367.27,361.15,366.25
1990-06-13,366.25,367.09,364.51,364.9
1990-06-14,364.9,364.9,361.64,362.9
1990-06-15,362.9,363.11,360.71,362.91
1990-06-18,362.91,362.91,356.88,356.88
1990-06-19,356.88,358.9,356.18,358.47
1990-06-20,358.47,359.91,357,359.1
1990-06-21,359.1,360.88,357.63,360.46
1990-06-22,360.46,363.2,355.31,355.43
1990-06-25,355.43,356.41,351.91,352.31
1990-06-26,352.31,356.09,351.85,352.06
1990-06-27,352.06,355.89,351.23,355.14
1990-06-28,355.14,357.63,355.14,357.63
1990-06-29,357.63,359.09,357.3,358.02
1990-07-02,358.02,359.58,357.54,359.54
1990-07-03,359.54,360.73,359.44,360.16
1990-07-05,360.16,360.16,354.86,355.68
1990-07-06,355.68,359.02,354.64,358.42
1990-07-09,358.42,360.05,358.11,359.52
1990-07-10,359.52,359.74,356.41,356.49
1990-07-11,356.49,361.23,356.49,361.23
1990-07-12,361.23,365.46,360.57,365.44
1990-07-13,365.44,369.68,365.44,367.31
1990-07-16,367.31,369.78,367.31,368.95
1990-07-17,368.95,369.4,364.99,367.52
1990-07-18,367.52,367.52,362.95,364.22
1990-07-19,364.22,365.32,361.29,365.32
1990-07-20,365.32,366.64,361.58,361.61
1990-07-23,361.61,361.61,350.09,355.31
1990-07-24,355.31,356.09,351.46,355.79
1990-07-25,355.79,357.52,354.8,357.09
1990-07-26,357.09,357.47,353.95,355.91
1990-07-27,355.91,355.94,352.14,353.44
1990-07-30,353.44,355.55,351.15,355.55
1990-07-31,355.55,357.54,353.91,356.15
1990-08-01,356.15,357.35,353.82,355.52
1990-08-02,355.52,355.52,349.73,351.48
1990-08-03,351.48,351.48,338.2,344.86
1990-08-06,344.86,344.86,333.27,334.43
1990-08-07,334.43,338.63,332.22,334.83
1990-08-08,334.83,339.21,334.83,338.35
1990-08-09,338.35,340.56,337.56,339.94
1990-08-10,339.94,339.94,334.22,335.52
1990-08-13,335.52,338.88,332.02,338.84
1990-08-14,338.84,340.96,337.19,339.39
1990-08-15,339.39,341.92,339.38,340.06
1990-08-16,340.06,340.06,332.39,332.39
1990-08-17,332.39,332.39,324.63,327.83
1990-08-20,327.83,329.9,327.07,328.51
1990-08-21,328.51,328.51,318.78,321.86
1990-08-22,321.86,324.15,316.55,316.55
1990-08-23,316.55,316.55,306.56,307.06
1990-08-24,307.06,311.65,306.18,311.51
1990-08-27,311.51,323.11,311.51,321.44
1990-08-28,321.44,322.2,320.25,321.34
1990-08-29,321.34,325.83,320.87,324.19
1990-08-30,324.19,324.57,317.82,318.71
1990-08-31,318.71,322.57,316.59,322.56
1990-09-04,322.56,323.09,319.11,323.09
1990-09-05,323.09,324.52,320.99,324.39
1990-09-06,324.39,324.39,319.37,320.46
1990-09-07,320.46,324.18,319.71,323.4
1990-09-10,323.4,326.53,320.31,321.63
1990-09-11,321.63,322.18,319.6,321.04
1990-09-12,321.04,322.55,319.6,322.54
1990-09-13,322.54,322.54,318.02,318.65
1990-09-14,318.65,318.65,314.76,316.83
1990-09-17,316.83,318.05,315.21,317.77
1990-09-18,317.77,318.85,314.27,318.6
1990-09-19,318.6,319.35,316.25,316.6
1990-09-20,316.6,316.6,310.55,311.48
1990-09-21,311.48,312.17,307.98,311.23
1990-09-24,311.23,311.32,303.58,304.59
1990-09-25,304.59,308.27,304.23,308.26
1990-09-26,308.26,308.28,303.05,305.06
1990-09-27,305.06,307.47,299.1,300.97
1990-09-28,300.97,306.05,295.98,306.05
1990-10-01,306.05,314.94,306.05,314.94
1990-10-02,314.94,319.69,314.94,315.21
1990-10-03,315.21,316.26,310.7,311.4
1990-10-04,311.4,313.4,308.59,312.69
1990-10-05,312.69,314.79,305.78,311.5
1990-10-08,311.5,315.03,311.5,313.48
1990-10-09,313.48,313.48,305.09,305.1
1990-10-10,305.1,306.43,299.21,300.4
1990-10-11,300.4,301.45,294.51,295.46
1990-10-12,295.46,301.68,295.22,300.03
1990-10-15,300.03,304.79,296.41,303.23
1990-10-16,303.23,304.34,298.12,298.92
1990-10-17,298.92,301.5,297.79,298.76
1990-10-18,298.76,305.74,298.75,305.74
1990-10-19,305.74,312.47,305.74,312.47
1990-10-22,312.47,315.83,310.47,314.76
1990-10-23,314.76,315.06,312.06,312.36
1990-10-24,312.36,313.51,310.74,312.6
1990-10-25,312.6,313.71,309.7,310.17
1990-10-26,310.17,310.17,304.71,304.71
1990-10-29,304.71,307.41,300.69,301.88
1990-10-30,301.88,304.36,299.44,304.06
1990-10-31,304.06,305.7,302.33,304
1990-11-01,304,307.27,301.61,307.02
1990-11-02,307.02,311.94,306.88,311.85
1990-11-05,311.85,314.61,311.41,314.59
1990-11-06,314.59,314.76,311.43,311.62
1990-11-07,311.62,311.62,305.79,306.01
1990-11-08,306.01,309.77,305.03,307.61
1990-11-09,307.61,313.78,307.61,313.74
1990-11-12,313.74,319.77,313.73,319.48
1990-11-13,319.48,319.48,317.26,317.66
1990-11-14,317.66,321.7,317.23,320.4
1990-11-15,320.4,320.4,316.13,317.02
1990-11-16,317.02,318.8,314.99,317.12
1990-11-19,317.12,319.39,317.12,319.34
1990-11-20,319.34,319.34,315.31,315.31
1990-11-21,315.31,316.15,312.42,316.03
1990-11-23,316.03,317.3,315.06,315.1
1990-11-26,315.1,316.51,311.48,316.51
1990-11-27,316.51,318.69,315.8,318.1
1990-11-28,318.1,319.96,317.62,317.95
1990-11-29,317.95,317.95,315.03,316.42
1990-11-30,316.42,323.02,315.42,322.22
1990-12-03,322.22,324.9,322.22,324.1
1990-12-04,324.1,326.77,321.97,326.35
1990-12-05,326.35,329.92,325.66,329.92
1990-12-06,329.92,333.98,328.37,329.07
1990-12-07,329.07,329.39,326.39,327.75
1990-12-10,327.75,328.97,326.15,328.89
1990-12-11,328.89,328.89,325.65,326.44
1990-12-12,326.44,330.36,326.44,330.19
1990-12-13,330.19,330.58,328.77,329.34
1990-12-14,329.34,329.34,325.16,326.82
1990-12-17,326.82,326.82,324.46,326.02
1990-12-18,326.02,330.43,325.75,330.05
1990-12-19,330.05,330.8,329.39,330.2
1990-12-20,330.2,330.74,326.94,330.12
1990-12-21,330.12,332.47,330.12,331.75
1990-12-24,331.75,331.75,329.16,329.9
1990-12-26,329.9,331.69,329.89,330.85
1990-12-27,330.85,331.04,328.23,328.29
1990-12-28,328.29,328.72,327.24,328.72
1990-12-31,328.72,330.23,327.5,330.23
1991-01-02,330.23,330.73,326.45,326.45
1991-01-03,326.45,326.53,321.9,321.91
1991-01-04,321.91,322.35,318.87,321
1991-01-07,321,321,315.44,315.44
1991-01-08,315.44,316.97,313.79,314.9
1991-01-09,314.9,320.73,310.93,311.48
1991-01-10,311.48,314.77,311.48,314.53
1991-01-11,314.53,315.24,313.59,315.23
1991-01-14,315.23,315.23,309.35,312.49
1991-01-15,312.49,313.73,311.84,313.72
1991-01-16,313.72,316.94,312.94,316.17
1991-01-17,316.17,327.97,316.17,327.97
1991-01-18,327.97,332.23,327.08,332.23
1991-01-21,332.23,332.23,328.87,331.06
1991-01-22,331.06,331.26,327.83,328.31
1991-01-23,328.31,331.04,327.93,330.21
1991-01-24,330.21,335.83,330.19,334.78
1991-01-25,334.78,336.92,334.2,336.07
1991-01-28,336.07,337.41,335.81,336.03
1991-01-29,336.03,336.03,334.26,335.84
1991-01-30,335.84,340.91,335.69,340.91
1991-01-31,340.91,343.93,340.47,343.93
1991-02-01,343.93,344.9,340.37,343.05
1991-02-04,343.05,348.71,342.96,348.34
1991-02-05,348.34,351.84,347.21,351.26
1991-02-06,351.26,358.07,349.58,358.07
1991-02-07,358.07,363.43,355.53,356.52
1991-02-08,356.52,359.35,356.02,359.35
1991-02-11,359.35,368.58,359.32,368.58
1991-02-12,368.58,370.54,365.5,365.5
1991-02-13,365.5,369.49,364.64,369.02
1991-02-14,369.02,370.26,362.77,364.22
1991-02-15,364.23,369.49,364.23,369.06
1991-02-19,369.06,370.11,367.05,369.39
1991-02-20,369.37,369.37,364.38,365.14
1991-02-21,365.14,366.79,364.5,364.97
1991-02-22,364.97,370.96,364.23,365.65
1991-02-25,365.65,370.32,365.12,367.26
1991-02-26,367.26,367.26,362.19,362.81
1991-02-27,362.81,368.38,362.81,367.74
1991-02-28,367.73,369.86,365.95,367.07
1991-03-01,367.07,370.47,363.73,370.47
1991-03-04,370.47,371.99,369.07,369.33
1991-03-05,369.33,377.89,369.33,376.72
1991-03-06,376.72,379.66,375.02,376.17
1991-03-07,376.16,377.49,375.58,375.91
1991-03-08,375.91,378.69,374.43,374.95
1991-03-11,374.95,375.1,372.52,372.96
1991-03-12,372.96,374.35,369.55,370.03
1991-03-13,370.03,374.65,370.03,374.57
1991-03-14,374.59,378.28,371.76,373.5
1991-03-15,373.5,374.58,370.21,373.59
1991-03-18,373.59,374.09,369.46,372.11
1991-03-19,372.11,372.11,366.54,366.59
1991-03-20,366.59,368.85,365.8,367.92
1991-03-21,367.94,371.01,366.51,366.58
1991-03-22,366.58,368.22,365.58,367.48
1991-03-25,367.48,371.31,367.46,369.84
1991-03-26,369.83,376.3,369.37,376.3
1991-03-27,376.28,378.46,374.73,375.35
1991-03-28,375.35,376.6,374.4,375.22
1991-04-01,375.22,375.22,370.27,371.3
1991-04-02,371.3,379.5,371.3,379.5
1991-04-03,379.5,381.56,378.49,378.94
1991-04-04,378.94,381.88,377.05,379.77
1991-04-05,379.78,381.12,374.15,375.38
1991-04-08,375.35,378.76,374.69,378.66
1991-04-09,378.65,379.02,373.11,373.56
1991-04-10,373.57,374.83,371.21,373.15
1991-04-11,374.18,379.53,374.18,377.63
1991-04-12,377.65,381.07,376.89,380.4
1991-04-15,380.4,382.32,378.78,381.19
1991-04-16,381.19,387.62,379.64,387.62
1991-04-17,387.65,391.26,387.3,390.45
1991-04-18,390.45,390.97,388.13,388.46
1991-04-19,388.46,388.46,383.9,384.2
1991-04-22,384.19,384.19,380.16,380.95
1991-04-23,380.95,383.55,379.67,381.76
1991-04-24,381.76,383.02,379.99,382.76
1991-04-25,382.76,382.89,378.43,379.25
1991-04-26,379.25,380.11,376.77,379.02
1991-04-29,379.01,380.96,373.66,373.66
1991-04-30,373.66,377.86,373.01,375.34
1991-05-01,375.35,380.46,375.27,380.29
1991-05-02,380.49,382.14,379.82,380.52
1991-05-03,380.52,381,378.82,380.8
1991-05-06,380.78,380.78,377.86,380.08
1991-05-07,380.08,380.91,377.31,377.32
1991-05-08,377.33,379.26,376.21,378.51
1991-05-09,378.51,383.56,378.51,383.25
1991-05-10,383.26,383.91,375.61,375.74
1991-05-13,375.74,377.05,374.62,376.76
1991-05-14,376.76,376.76,370.82,371.62
1991-05-15,371.55,372.47,365.83,368.56
1991-05-16,368.57,372.51,368.57,372.19
1991-05-17,372.19,373.01,369.45,372.39
1991-05-20,372.39,373.65,371.26,372.28
1991-05-21,372.28,376.66,372.28,375.37
1991-05-22,375.35,376.5,374.4,376.19
1991-05-23,376.19,378.07,373.55,374.96
1991-05-24,375.04,378.08,375.04,377.49
1991-05-28,378.24,382.1,377.12,381.94
1991-05-29,381.94,383.66,381.37,382.8
1991-05-30,382.79,388.17,382.5,386.96
1991-05-31,386.96,389.85,385.01,389.83
1991-06-03,389.81,389.81,386.97,388.06
1991-06-04,388.06,388.06,385.14,387.74
1991-06-05,387.74,388.23,384.45,385.09
1991-06-06,385.1,385.85,383.13,383.63
1991-06-07,383.63,383.63,378.76,379.43
1991-06-10,379.43,379.75,377.96,378.57
1991-06-11,378.57,381.63,378.57,381.05
1991-06-12,381.05,381.05,374.46,376.65
1991-06-13,376.65,377.9,376.08,377.63
1991-06-14,377.63,382.3,377.63,382.29
1991-06-17,382.3,382.31,380.13,380.13
1991-06-18,380.13,381.82,377.99,378.59
1991-06-19,378.57,378.57,374.36,375.09
1991-06-20,375.09,376.29,373.87,375.42
1991-06-21,375.42,377.75,375.33,377.75
1991-06-24,377.74,377.74,370.73,370.94
1991-06-25,370.94,372.62,369.56,370.65
1991-06-26,370.65,372.73,368.34,371.59
1991-06-27,371.59,374.4,371.59,374.4
1991-06-28,374.4,374.4,367.98,371.16
1991-07-01,371.18,377.92,371.18,377.92
1991-07-02,377.92,377.93,376.62,377.47
1991-07-03,377.47,377.47,372.09,373.33
1991-07-05,373.34,375.51,372.17,374.08
1991-07-08,374.09,377.94,370.92,377.94
1991-07-09,377.94,378.58,375.37,376.11
1991-07-10,376.11,380.35,375.2,375.74
1991-07-11,375.73,377.68,375.51,376.97
1991-07-12,376.97,381.41,375.79,380.25
1991-07-15,380.28,383,380.24,382.39
1991-07-16,382.39,382.94,380.8,381.54
1991-07-17,381.5,382.86,381.13,381.18
1991-07-18,381.18,385.37,381.18,385.37
1991-07-19,385.38,385.83,383.65,384.22
1991-07-22,384.21,384.55,381.84,382.88
1991-07-23,382.88,384.86,379.39,379.42
1991-07-24,379.42,380.46,378.29,378.64
1991-07-25,378.64,381.13,378.15,380.96
1991-07-26,380.96,381.76,379.81,380.93
1991-07-29,380.93,383.15,380.45,383.15
1991-07-30,383.15,386.92,383.15,386.69
1991-07-31,386.69,387.81,386.19,387.81
1991-08-01,387.81,387.95,386.48,387.12
1991-08-02,387.12,389.56,386.05,387.18
1991-08-05,387.17,387.17,384.48,385.06
1991-08-06,385.06,390.8,384.29,390.62
1991-08-07,390.62,391.59,389.86,390.56
1991-08-08,390.56,391.8,388.15,389.32
1991-08-09,389.32,389.89,387.04,387.12
1991-08-12,387.11,388.17,385.9,388.02
1991-08-13,388.02,392.12,388.02,389.62
1991-08-14,389.62,391.85,389.13,389.9
1991-08-15,389.94,391.92,389.29,389.33
1991-08-16,389.33,390.41,382.59,385.58
1991-08-19,385.58,385.58,374.09,376.47
1991-08-20,376.47,380.35,376.47,379.43
1991-08-21,379.43,390.59,379.43,390.59
1991-08-22,390.59,391.98,390.21,391.33
1991-08-23,391.33,395.34,390.69,394.17
1991-08-26,394.17,394.39,392.75,393.85
1991-08-27,393.85,393.87,391.77,393.06
1991-08-28,393.06,396.64,393.03,396.64
1991-08-29,396.65,396.82,395.14,396.47
1991-08-30,396.8,396.8,393.6,395.43
1991-09-03,395.43,397.62,392.1,392.15
1991-09-04,392.15,392.62,388.68,389.97
1991-09-05,389.97,390.97,388.49,389.14
1991-09-06,389.14,390.71,387.36,389.1
1991-09-09,389.11,389.34,387.88,388.57
1991-09-10,388.57,388.63,383.78,384.56
1991-09-11,384.56,385.6,383.59,385.09
1991-09-12,385.09,387.34,385.09,387.34
1991-09-13,387.16,387.95,382.85,383.59
1991-09-16,383.59,385.78,382.77,385.78
1991-09-17,385.78,387.13,384.97,385.5
1991-09-18,385.49,386.94,384.28,386.94
1991-09-19,386.94,389.42,386.27,387.56
1991-09-20,387.56,388.82,386.49,387.92
1991-09-23,387.9,388.55,385.76,385.92
1991-09-24,385.92,388.13,384.46,387.71
1991-09-25,387.72,388.25,385.99,386.88
1991-09-26,386.87,388.39,385.3,386.49
1991-09-27,386.49,389.09,384.87,385.9
1991-09-30,385.91,388.29,384.32,387.86
1991-10-01,387.86,389.56,387.86,389.2
1991-10-02,389.2,390.03,387.62,388.26
1991-10-03,388.23,388.23,384.47,384.47
1991-10-04,384.47,385.19,381.24,381.24
1991-10-07,381.22,381.27,379.07,379.5
1991-10-08,379.5,381.23,379.18,380.67
1991-10-09,380.57,380.57,376.35,376.8
1991-10-10,376.8,380.55,376.11,380.55
1991-10-11,380.55,381.46,379.9,381.45
1991-10-14,381.45,386.47,381.45,386.47
1991-10-15,386.47,391.5,385.95,391.01
1991-10-16,391.01,393.29,390.14,392.8
1991-10-17,392.79,393.81,390.32,391.92
1991-10-18,391.92,392.8,391.77,392.5
1991-10-21,392.49,392.49,388.96,390.02
1991-10-22,390.02,391.2,387.4,387.83
1991-10-23,387.83,389.08,386.52,387.94
1991-10-24,387.94,388.32,383.45,385.07
1991-10-25,385.07,386.13,382.97,384.2
1991-10-28,384.2,389.52,384.2,389.52
1991-10-29,389.52,391.7,386.9,391.48
1991-10-30,391.48,393.11,390.78,392.96
1991-10-31,392.96,392.96,391.58,392.45
1991-11-01,392.46,395.1,389.67,391.28
1991-11-04,391.29,391.29,388.09,390.28
1991-11-05,390.28,392.17,388.19,388.71
1991-11-06,388.71,389.97,387.58,389.97
1991-11-07,389.97,393.72,389.97,393.72
1991-11-08,393.72,396.43,392.42,392.89
1991-11-11,392.9,393.57,392.32,393.12
1991-11-12,393.12,397.13,393.12,396.74
1991-11-13,396.74,397.42,394.01,397.41
1991-11-14,397.41,398.22,395.85,397.15
1991-11-15,397.15,397.16,382.62,382.62
1991-11-18,382.62,385.4,379.7,385.24
1991-11-19,385.24,385.24,374.9,379.43
1991-11-20,379.42,381.51,377.84,378.53
1991-11-21,378.53,381.12,377.41,380.06
1991-11-22,380.05,380.05,374.52,376.14
1991-11-25,376.14,377.07,373.96,375.34
1991-11-26,375.34,378.29,371.63,377.96
1991-11-27,377.96,378.11,375.98,376.55
1991-11-29,376.55,376.55,374.65,375.22
1991-12-02,375.11,381.4,371.36,381.4
1991-12-03,381.4,381.48,379.92,380.96
1991-12-04,380.96,381.51,378.07,380.07
1991-12-05,380.07,380.07,376.58,377.39
1991-12-06,377.39,382.39,375.41,379.1
1991-12-09,379.09,381.42,377.67,378.26
